TripID,Timestamp,Latitude,Longitude,Origin,Destination,Mode,Speed_kmh,Distance_m,Duration_s,DayOfWeek,Hour,AgeGroup,Gender,Weather
1011,2025-08-15 07:18:21,31.994522,35.942191,Park,Station,scooter,26.2,1190.6,168,Friday,7,25-34,M,cloudy
1012,2025-08-13 09:48:25,31.960928,35.984774,Park,Station,car,48.46,2202.9,141,Wednesday,9,45-54,M,cloudy
1013,2025-08-09 09:33:38,32.017258,35.906385,Station,Home,walk,3.24,1734.4,1974,Saturday,9,18-24,M,sunny
1014,2025-06-18 13:51:27,31.934324,35.903086,Work,Airport,walk,5.29,946.9,673,Wednesday,13,25-34,M,windy
1015,2025-08-26 11:12:06,32.007079,35.927492,Work,Station,walk,6.24,707.7,418,Tuesday,11,35-44,M,sunny
1016,2025-07-08 13:50:03,31.960937,35.976151,University,Station,car,53.19,8051.9,594,Tuesday,13,25-34,F,sunny
1017,2025-06-27 23:43:16,31.935457,35.89942,Hospital,Mall,car,51.14,18002.0,1247,Friday,23,45-54,M,cloudy
1018,2025-08-06 11:12:50,31.940483,35.860035,Work,Cafe,bus,25.27,11634.5,1688,Wednesday,11,25-34,F,cloudy
1019,2025-06-22 19:55:24,31.94539,35.931465,Cafe,Home,taxi,34.53,22207.4,2349,Sunday,19,25-34,M,sunny
1020,2025-08-24 12:27:55,31.967725,35.961552,Cafe,Home,walk,7.15,1862.2,996,Sunday,12,45-54,F,sunny
1021,2025-07-05 07:11:07,31.970685,35.981008,Park,Hospital,car,36.31,5378.3,543,Saturday,7,25-34,M,windy
1022,2025-07-06 02:10:49,31.937789,35.931105,Airport,Work,walk,6.91,1632.1,870,Sunday,2,25-34,M,cloudy
1023,2025-09-02 22:16:03,31.954269,35.932657,Work,Work,car,32.06,21852.6,2420,Tuesday,22,25-34,M,sunny
1024,2025-07-16 05:24:51,32.019268,35.979617,University,University,scooter,19.63,3272.6,565,Wednesday,5,18-24,F,sunny
1025,2025-06-29 22:26:33,32.006826,35.888908,Airport,Hospital,car,21.92,21775.2,3542,Sunday,22,35-44,M,hot
1026,2025-09-05 16:52:21,31.96809,35.933344,Park,Market,car,38.6,26691.2,2508,Friday,16,18-24,M,cloudy
1027,2025-06-16 21:51:01,31.95614,35.950713,Cafe,Market,car,32.83,15199.1,1697,Monday,21,45-54,M,windy
1028,2025-09-01 21:52:57,31.958601,35.958477,Station,Market,walk,5.79,269.6,144,Monday,21,35-44,F,sunny
1029,2025-06-29 16:15:05,31.973406,35.929706,Home,Park,walk,5.78,305.6,217,Sunday,16,18-24,M,cloudy
1030,2025-06-28 08:30:30,31.924316,35.946033,Work,Cafe,car,44.63,24677.3,1974,Saturday,8,35-44,M,cloudy
1031,2025-07-09 05:08:18,31.947279,35.87035,Cafe,Hospital,car,33.25,21018.4,2332,Wednesday,5,25-34,M,sunny
1032,2025-07-02 08:38:21,31.904942,35.925253,Airport,Park,walk,6.44,100.1,81,Wednesday,8,18-24,M,sunny
1033,2025-08-15 03:36:36,31.966977,35.958605,Cafe,Work,car,40.87,18989.8,1628,Friday,3,18-24,F,cloudy
1034,2025-06-18 23:24:38,31.974416,35.915531,University,Work,bus,35.94,27257.1,2760,Wednesday,23,25-34,M,sunny
1035,2025-06-17 23:49:25,31.940504,35.94677,Park,Work,car,51.2,18681.4,1336,Tuesday,23,35-44,M,rain
1036,2025-08-26 18:05:32,32.00222,35.958406,Market,Work,car,41.93,27325.0,2308,Tuesday,18,25-34,F,rain
1037,2025-07-08 01:39:28,31.918227,35.934724,Cafe,Hospital,car,27.91,27493.3,3550,Tuesday,1,25-34,F,rain
1038,2025-07-15 19:04:18,31.911069,35.950114,Station,Hospital,car,43.03,20767.2,1746,Tuesday,19,35-44,M,rain
1039,2025-07-02 08:05:50,31.961734,35.916118,Work,Park,bus,28.98,11085.6,1405,Wednesday,8,35-44,F,sunny
1040,2025-06-21 08:54:26,31.986413,35.938802,Station,Airport,taxi,32.39,19282.4,2164,Saturday,8,25-34,M,sunny
1041,2025-08-22 09:50:11,32.005518,35.963306,University,Market,car,54.59,27594.5,1800,Friday,9,35-44,M,rain
1042,2025-08-03 00:04:13,31.941233,35.949709,Hospital,Cafe,car,37.69,20816.4,2018,Sunday,0,25-34,F,sunny
1043,2025-08-22 18:21:45,31.98736,35.927404,Airport,Hospital,walk,5.71,1942.9,1178,Friday,18,45-54,F,sunny
1044,2025-07-29 12:25:00,31.953845,35.951726,Home,Airport,walk,3.31,1976.4,2186,Tuesday,12,25-34,M,sunny
1045,2025-08-25 16:14:32,31.949821,35.966438,Work,Park,car,48.24,6810.1,493,Monday,16,35-44,M,sunny
1046,2025-08-01 20:19:10,31.98151,35.883502,Market,Cafe,scooter,21.52,2837.7,485,Friday,20,25-34,M,cloudy
1047,2025-06-26 11:16:55,31.97457,35.979772,Park,Work,car,36.66,18097.9,1778,Thursday,11,18-24,M,sunny
1048,2025-08-01 00:01:01,31.907708,35.934912,Park,Hospital,walk,3.44,1247.3,1319,Friday,0,25-34,M,sunny
1049,2025-09-09 17:49:23,31.999296,35.957765,University,Work,bike,16.36,7363.2,1633,Tuesday,17,25-34,M,windy
1050,2025-06-20 13:23:38,31.996403,35.980917,Hospital,Market,car,37.77,12370.0,1239,Friday,13,35-44,F,cloudy
1051,2025-08-26 03:29:45,31.936233,35.90385,Mall,Station,bike,20.27,5472.5,996,Tuesday,3,25-34,F,cloudy
1052,2025-09-02 16:24:15,31.966874,35.923717,University,Park,walk,4.32,826.4,718,Tuesday,16,35-44,M,cloudy
1053,2025-08-02 14:03:36,31.969821,35.936344,Hospital,Cafe,car,22.13,7826.2,1266,Saturday,14,35-44,M,rain
1054,2025-07-27 21:05:50,31.96282,35.921487,Park,Hospital,walk,3.79,970.5,947,Sunday,21,35-44,M,cloudy
1055,2025-09-11 10:01:19,31.938491,35.997048,Park,Station,car,51.12,23587.3,1696,Thursday,10,18-24,M,sunny
1056,2025-06-22 03:06:30,31.934851,35.919297,Airport,Mall,bus,36.86,16239.8,1640,Sunday,3,55+,M,windy
1057,2025-07-29 18:19:35,31.954233,35.928334,Cafe,Airport,bike,19.35,5225.3,1019,Tuesday,18,35-44,F,sunny
1058,2025-07-22 19:13:07,31.990182,35.951132,Cafe,Station,car,38.87,14747.8,1373,Tuesday,19,35-44,M,windy
1059,2025-08-17 09:41:46,31.971308,35.908936,Home,Market,car,47.21,17425.1,1304,Sunday,9,25-34,F,sunny
1060,2025-07-30 18:42:22,31.943882,35.93313,University,Park,car,42.56,24193.8,2098,Wednesday,18,25-34,F,sunny
1061,2025-09-06 12:40:45,31.978151,35.954524,Market,Home,car,34.94,11859.9,1269,Saturday,12,18-24,M,sunny
1062,2025-06-23 06:27:55,31.869544,35.935014,Park,Mall,car,40.8,17397.8,1529,Monday,6,25-34,M,sunny
1063,2025-06-23 22:13:58,31.989463,35.942198,Park,Mall,bus,27.7,38482.2,5044,Monday,22,18-24,F,cloudy
1064,2025-08-10 09:38:52,31.902809,35.92912,Market,Home,bus,41.06,12328.2,1021,Sunday,9,25-34,F,hot
1065,2025-06-22 13:35:57,31.944127,35.899566,Market,University,car,34.88,15093.7,1563,Sunday,13,25-34,F,hot
1066,2025-07-11 09:45:36,31.92141,35.954648,Mall,University,walk,6.86,1624.8,805,Friday,9,25-34,M,windy
1067,2025-08-12 15:10:16,31.91616,35.997648,Home,Station,walk,4.32,1088.5,850,Tuesday,15,25-34,M,sunny
1068,2025-08-05 00:10:31,31.989825,35.945552,Cafe,Cafe,walk,4.66,1104.7,841,Tuesday,0,45-54,M,hot
1069,2025-07-15 22:07:33,31.940969,35.951758,Cafe,Market,car,41.25,20757.1,1769,Tuesday,22,18-24,F,sunny
1070,2025-09-14 04:07:17,31.965395,35.965782,University,Hospital,walk,4.27,1973.0,1609,Sunday,4,35-44,F,rain
1071,2025-08-03 09:43:41,31.953592,35.90692,Home,Station,car,41.17,16131.9,1435,Sunday,9,18-24,F,sunny
1072,2025-07-27 11:45:03,31.969311,35.996075,Work,University,bus,31.95,8137.9,863,Sunday,11,<18,M,sunny
1073,2025-08-10 03:26:50,31.957305,35.95107,Station,University,bike,18.97,5939.0,1092,Sunday,3,18-24,F,windy
1074,2025-06-25 13:57:03,31.91651,35.993956,Airport,Airport,bus,15.61,26145.2,6003,Wednesday,13,35-44,M,windy
1075,2025-08-18 19:34:08,31.984888,35.923009,Park,Park,car,34.39,22101.2,2349,Monday,19,25-34,M,cloudy
1076,2025-09-01 09:45:28,31.940187,35.999542,University,Station,walk,7.03,373.1,231,Monday,9,45-54,M,cloudy
1077,2025-08-14 05:42:19,31.908303,35.968255,Mall,Hospital,car,36.93,26835.1,2575,Thursday,5,25-34,F,sunny
1078,2025-08-24 20:41:06,31.942157,35.961591,Cafe,Work,car,36.93,3205.0,288,Sunday,20,<18,F,cloudy
1079,2025-08-20 12:44:23,32.000023,35.952021,Mall,University,car,33.83,14584.5,1579,Wednesday,12,35-44,M,cloudy
1080,2025-07-06 00:10:31,31.980507,35.937544,Airport,Work,walk,5.84,1840.3,1106,Sunday,0,18-24,F,sunny
1081,2025-07-27 07:05:02,31.94454,35.981016,Cafe,Cafe,car,26.4,9238.6,1217,Sunday,7,35-44,M,sunny
1082,2025-07-07 05:16:17,31.944522,35.949211,Station,Cafe,scooter,22.02,9244.2,1558,Monday,5,18-24,M,sunny
1083,2025-07-17 03:49:04,31.945351,35.885988,Mall,Market,car,58.67,14338.0,826,Thursday,3,25-34,M,cloudy
1084,2025-07-27 11:16:59,32.017302,35.911484,University,University,walk,3.12,819.0,972,Sunday,11,35-44,M,sunny
1085,2025-07-24 02:15:47,31.966458,35.939425,Park,Mall,car,47.1,21829.0,1708,Thursday,2,55+,M,sunny
1086,2025-06-25 05:06:39,31.967901,35.9543,University,Market,car,29.44,8971.7,1074,Wednesday,5,25-34,M,sunny
1087,2025-07-25 01:32:08,31.985909,35.943302,Airport,Mall,car,44.63,27699.6,2200,Friday,1,35-44,F,sunny
1088,2025-08-15 12:21:30,31.962164,35.981569,Home,Cafe,car,43.77,5675.2,502,Friday,12,18-24,M,cloudy
1089,2025-07-20 08:12:56,31.947229,35.886467,Mall,Airport,car,47.81,6757.7,517,Sunday,8,35-44,F,cloudy
1090,2025-06-30 09:25:32,31.94911,35.949308,Hospital,Home,bus,26.6,2131.8,232,Monday,9,35-44,M,sunny
1091,2025-09-07 17:22:23,31.952852,35.890461,Home,Home,car,36.21,13020.4,1279,Sunday,17,18-24,F,sunny
1092,2025-06-22 16:44:00,31.953883,35.967791,Park,Hospital,car,48.1,13943.7,1087,Sunday,16,25-34,F,sunny
1093,2025-08-30 12:21:10,31.976829,35.942166,Cafe,Home,walk,4.48,1795.3,1439,Saturday,12,18-24,F,rain
1094,2025-06-25 01:06:09,31.956558,35.957588,Market,Airport,bus,37.45,25443.7,2398,Wednesday,1,25-34,M,sunny
1095,2025-06-25 08:18:16,31.976979,35.919084,Cafe,Market,taxi,19.84,8067.6,1481,Wednesday,8,18-24,F,sunny
1096,2025-08-22 03:31:29,31.952579,35.983384,Mall,Work,walk,5.38,1285.7,911,Friday,3,25-34,M,cloudy
1097,2025-08-28 17:08:49,31.957359,35.976252,Park,Hospital,car,48.62,15257.5,1155,Thursday,17,55+,F,sunny
1098,2025-08-05 17:29:10,31.895054,35.962506,Market,Market,bike,14.67,4338.5,1098,Tuesday,17,<18,M,rain
1099,2025-08-08 10:29:24,31.98249,35.941114,University,Work,bus,40.95,18143.9,1606,Friday,10,25-34,M,sunny
1100,2025-08-06 04:45:07,31.965395,35.962396,Cafe,Park,car,36.06,8810.9,929,Wednesday,4,25-34,M,cloudy
1101,2025-07-16 07:45:39,31.98494,35.923793,Cafe,Station,walk,5.33,1223.9,794,Wednesday,7,45-54,F,sunny
1102,2025-06-27 15:44:42,31.868112,35.970667,Work,Market,bus,38.3,25211.2,2404,Friday,15,25-34,M,sunny
1103,2025-07-18 11:29:50,32.017651,35.994484,Park,Station,walk,3.84,164.3,176,Friday,11,25-34,F,sunny
1104,2025-08-15 12:51:39,31.950812,35.977118,Cafe,Market,bus,39.04,32802.5,3035,Friday,12,25-34,F,rain
1105,2025-08-23 04:20:22,31.988245,35.923112,Home,Work,car,43.91,3387.1,266,Saturday,4,18-24,F,windy
1106,2025-09-02 18:48:16,31.923803,35.955843,Mall,University,car,33.45,11883.9,1248,Tuesday,18,18-24,M,sunny
1107,2025-08-20 13:12:59,31.973383,35.906206,Home,Hospital,walk,5.04,1341.0,962,Wednesday,13,25-34,F,rain
1108,2025-09-11 19:27:59,31.923398,35.962172,Park,Park,walk,4.12,425.7,411,Thursday,19,18-24,M,cloudy
1109,2025-08-09 16:36:40,31.936287,35.958518,Station,Work,car,46.29,13829.3,1116,Saturday,16,25-34,M,windy
1110,2025-07-18 07:16:52,32.012421,35.888906,Mall,Mall,car,38.12,24273.8,2334,Friday,7,25-34,F,rain
1111,2025-08-07 16:01:46,31.94928,35.910146,Station,University,walk,4.64,1928.9,1525,Thursday,16,25-34,F,sunny
1112,2025-07-05 19:14:28,31.961523,35.936506,Hospital,Airport,walk,5.79,1643.6,997,Saturday,19,18-24,F,cloudy
1113,2025-08-14 18:16:33,31.981102,35.935974,Station,Mall,walk,4.84,541.9,431,Thursday,18,45-54,M,sunny
1114,2025-07-06 20:05:40,31.96987,35.908716,Station,Airport,car,40.85,28905.6,2572,Sunday,20,45-54,M,sunny
1115,2025-06-26 09:28:38,31.959513,35.956669,Airport,Hospital,car,14.8,25358.3,6114,Thursday,9,18-24,M,sunny
1116,2025-08-31 17:43:55,31.965949,35.952544,Station,Hospital,walk,5.02,265.9,248,Sunday,17,25-34,M,windy
1117,2025-07-19 17:39:26,32.027102,35.939172,Hospital,Mall,car,21.73,11145.7,1834,Saturday,17,25-34,M,windy
1118,2025-08-24 06:57:13,31.953271,35.922326,Cafe,Hospital,walk,3.53,684.6,687,Sunday,6,18-24,M,cloudy
1119,2025-08-07 07:46:53,31.961033,35.976461,Market,Home,scooter,17.26,6583.9,1366,Thursday,7,25-34,F,hot
1120,2025-08-28 07:19:25,31.98652,35.994662,Station,Station,scooter,17.57,9234.3,1932,Thursday,7,18-24,F,rain
1121,2025-08-31 17:15:38,31.988166,35.930493,Hospital,Cafe,car,20.99,5615.6,990,Sunday,17,45-54,F,sunny
1122,2025-09-12 08:44:46,31.990611,35.926635,Work,Work,scooter,20.42,8386.4,1458,Friday,8,45-54,F,sunny
1123,2025-08-29 07:31:39,31.974162,35.959736,Station,Airport,bus,29.51,13056.1,1602,Friday,7,25-34,M,sunny
1124,2025-08-10 21:02:37,31.92071,35.934259,Market,Park,bus,31.52,24856.7,2784,Sunday,21,25-34,M,sunny
1125,2025-08-13 11:57:20,32.004003,35.940818,Market,Cafe,car,37.56,19272.1,1788,Wednesday,11,45-54,F,sunny
1126,2025-06-19 00:26:01,31.92061,35.96719,Work,Home,car,55.08,21779.9,1458,Thursday,0,45-54,M,sunny
1127,2025-09-08 06:32:51,31.964079,35.887719,Cafe,University,walk,5.64,1024.7,626,Monday,6,55+,M,rain
1128,2025-08-30 07:21:39,31.932372,35.984549,Airport,University,car,56.55,21244.2,1317,Saturday,7,18-24,M,rain
1129,2025-07-10 17:24:45,31.953076,35.94718,Home,Work,car,30.31,15177.9,1821,Thursday,17,18-24,M,cloudy
1130,2025-07-02 21:25:27,31.964863,35.932655,Airport,Cafe,walk,4.68,1091.6,890,Wednesday,21,35-44,F,windy
1131,2025-08-18 21:33:17,31.964641,35.942323,Home,Cafe,bike,13.59,1662.0,479,Monday,21,25-34,F,sunny
1132,2025-07-14 11:07:56,31.967658,35.943873,Station,Work,car,25.87,16538.1,2351,Monday,11,<18,F,rain
1133,2025-07-17 05:44:48,32.003411,35.893064,Work,Airport,walk,4.87,526.8,440,Thursday,5,18-24,M,sunny
1134,2025-06-17 04:54:50,31.968606,35.989848,Park,Market,car,20.5,2559.5,445,Tuesday,4,45-54,M,sunny
1135,2025-09-02 22:37:44,31.947675,35.94624,Home,Work,scooter,23.09,3737.0,628,Tuesday,22,45-54,F,windy
1136,2025-08-06 14:58:44,31.983923,35.95829,Mall,Hospital,car,52.22,2377.3,131,Wednesday,14,25-34,M,sunny
1137,2025-07-22 17:25:11,31.990684,35.973546,Market,Station,car,38.37,27991.5,2682,Tuesday,17,45-54,M,sunny
1138,2025-06-29 10:10:29,31.918172,35.914365,Station,Cafe,car,41.81,14879.3,1302,Sunday,10,25-34,F,sunny
1139,2025-08-12 15:22:37,31.972922,35.959204,Station,Market,car,52.33,26428.3,1848,Tuesday,15,35-44,F,cloudy
1140,2025-06-19 09:56:41,31.976035,35.936971,Market,Work,walk,4.02,804.4,750,Thursday,9,25-34,F,hot
1141,2025-08-22 19:19:37,31.946073,35.970403,University,University,bus,18.63,37048.3,7181,Friday,19,18-24,M,sunny
1142,2025-07-06 00:24:45,31.996271,35.881183,Market,Park,walk,2.64,1415.9,1917,Sunday,0,25-34,M,rain
1143,2025-07-24 10:33:49,31.950498,35.942027,Cafe,University,walk,4.13,537.7,504,Thursday,10,25-34,F,sunny
1144,2025-07-17 08:03:39,31.958767,35.926915,Park,Work,bus,25.37,12015.4,1719,Thursday,8,25-34,M,sunny
1145,2025-07-19 23:02:24,31.949808,35.957968,Market,Station,walk,5.83,320.3,206,Saturday,23,18-24,F,sunny
1146,2025-08-20 14:22:22,31.955467,35.959101,Airport,Station,car,28.2,12233.4,1595,Wednesday,14,55+,M,cloudy
1147,2025-08-25 13:41:25,31.922112,35.923771,Mall,University,walk,3.25,224.0,265,Monday,13,18-24,F,sunny
1148,2025-08-06 17:43:39,31.911798,35.923635,Home,Airport,walk,6.04,255.5,117,Wednesday,17,18-24,F,sunny
1149,2025-06-24 07:13:57,32.002835,35.94168,Hospital,Mall,walk,4.38,843.0,731,Tuesday,7,25-34,M,sunny
1150,2025-06-21 09:21:38,31.929591,35.918101,Airport,Park,walk,5.23,629.3,465,Saturday,9,25-34,M,sunny
1151,2025-06-30 19:43:51,31.925258,35.97026,Cafe,Hospital,car,47.56,14952.6,1095,Monday,19,25-34,F,cloudy
1152,2025-08-11 06:15:21,31.890398,35.933924,Cafe,University,bus,50.7,13951.5,967,Monday,6,35-44,F,sunny
1153,2025-08-16 07:29:52,31.935831,35.85779,Market,Mall,car,44.12,26515.8,2160,Saturday,7,25-34,M,sunny
1154,2025-07-11 03:28:03,31.915307,35.933755,Hospital,Station,bus,25.07,37877.7,5401,Friday,3,25-34,F,sunny
1155,2025-08-15 05:30:47,32.00426,35.913844,Park,Hospital,walk,6.02,203.8,148,Friday,5,35-44,M,sunny
1156,2025-07-30 08:45:17,31.985295,35.896062,Home,Hospital,car,31.33,19306.1,2167,Wednesday,8,<18,M,cloudy
1157,2025-07-26 10:32:27,31.934355,35.907877,Work,Hospital,walk,6.46,1740.3,932,Saturday,10,25-34,M,sunny
1158,2025-07-11 05:45:57,32.022573,35.948282,Station,Station,car,33.24,11579.8,1216,Friday,5,45-54,F,sunny
1159,2025-08-23 14:24:09,31.984453,35.984859,Station,Cafe,car,29.72,13090.3,1619,Saturday,14,<18,M,sunny
1160,2025-06-26 21:34:16,31.945255,35.954396,Home,Airport,car,40.69,11463.2,1019,Thursday,21,25-34,M,sunny
1161,2025-07-25 08:20:20,31.880018,35.926805,Work,Airport,bus,33.06,35825.4,3856,Friday,8,45-54,F,rain
1162,2025-07-12 03:32:16,32.023728,35.958677,Home,Mall,car,30.09,27447.1,3271,Saturday,3,25-34,M,cloudy
1163,2025-08-16 17:15:21,31.913313,35.931227,Mall,Mall,car,34.55,24705.5,2519,Saturday,17,25-34,M,cloudy
1164,2025-07-30 10:51:08,31.905638,35.924162,Hospital,Park,taxi,44.93,9020.4,716,Wednesday,10,55+,M,sunny
1165,2025-08-15 16:43:54,31.985677,35.910369,Station,Cafe,bike,15.65,6389.5,1444,Friday,16,18-24,F,cloudy
1166,2025-06-20 17:49:37,32.028193,35.892445,Work,Station,car,44.36,3465.9,292,Friday,17,18-24,M,rain
1167,2025-07-22 05:29:40,31.996528,35.933302,Park,Home,car,52.41,25986.1,1757,Tuesday,5,45-54,F,sunny
1168,2025-08-09 14:16:02,31.971917,35.949742,Market,Home,car,43.2,1830.3,108,Saturday,14,45-54,F,cloudy
1169,2025-06-17 08:19:46,31.972843,35.942101,Airport,Work,walk,6.85,304.0,119,Tuesday,8,25-34,F,cloudy
1170,2025-07-13 18:47:28,31.980602,35.932521,Station,Home,car,49.11,2392.3,189,Sunday,18,25-34,F,sunny
1171,2025-07-05 15:59:27,31.977768,35.916628,Cafe,Home,car,34.77,4106.3,473,Saturday,15,35-44,M,sunny
1172,2025-06-29 00:09:09,31.963436,35.963247,University,Market,car,52.93,23117.4,1544,Sunday,0,35-44,M,cloudy
1173,2025-07-09 15:38:51,31.958126,35.905486,Home,Station,walk,5.33,406.3,214,Wednesday,15,18-24,F,sunny
1174,2025-07-16 04:28:11,31.953122,35.968281,Park,Station,scooter,25.56,644.6,72,Wednesday,4,<18,F,cloudy
1175,2025-06-17 08:25:19,31.932381,35.914933,Home,Cafe,bus,33.64,26730.3,2859,Tuesday,8,25-34,M,rain
1176,2025-08-22 21:16:33,31.94658,35.922427,University,Mall,car,58.22,24582.4,1550,Friday,21,45-54,M,rain
1177,2025-07-02 11:13:34,31.904211,35.900996,Mall,Airport,car,29.74,28259.5,3479,Wednesday,11,45-54,M,sunny
1178,2025-07-20 20:58:25,31.95205,35.929958,Market,Hospital,bus,28.56,22720.0,2822,Sunday,20,55+,M,sunny
1179,2025-08-18 23:39:19,31.925342,35.974259,Station,Home,walk,5.76,1870.0,1113,Monday,23,45-54,M,sunny
1180,2025-07-31 16:17:31,31.921892,35.960469,Cafe,Airport,bike,15.51,4790.7,1070,Thursday,16,25-34,M,cloudy
1181,2025-08-30 15:46:14,31.960397,35.974353,Home,Airport,car,31.41,17235.3,2033,Saturday,15,25-34,M,rain
1182,2025-08-28 05:07:04,31.99676,35.960664,Work,Hospital,bus,43.56,17801.7,1452,Thursday,5,35-44,M,cloudy
1183,2025-06-23 03:24:31,31.982549,35.91189,Home,Cafe,walk,4.95,1664.7,1226,Monday,3,35-44,M,sunny
1184,2025-09-02 05:08:11,31.907885,35.935076,Work,Hospital,taxi,50.03,25365.1,1771,Tuesday,5,25-34,F,windy
1185,2025-06-20 11:05:54,31.925311,35.921594,Market,Market,car,45.54,25791.5,2077,Friday,11,18-24,F,hot
1186,2025-06-18 08:12:26,31.983223,35.984917,Airport,Market,car,48.09,12229.7,974,Wednesday,8,45-54,F,sunny
1187,2025-09-07 13:26:11,31.925525,35.909096,Station,Hospital,bike,11.75,1364.8,438,Sunday,13,25-34,M,sunny
1188,2025-09-02 05:52:59,31.948261,35.971811,Airport,Station,walk,4.99,402.6,308,Tuesday,5,25-34,M,cloudy
1189,2025-08-07 11:21:55,31.971502,35.971789,Airport,Work,bus,36.69,9745.1,1003,Thursday,11,25-34,F,cloudy
1190,2025-08-07 06:16:07,31.92595,35.999889,Station,University,taxi,49.95,25560.8,1866,Thursday,6,35-44,F,windy
1191,2025-08-19 12:14:35,31.958161,35.932709,Station,Work,car,48.97,15175.4,1093,Tuesday,12,18-24,M,sunny
1192,2025-07-24 05:56:40,31.914979,35.96637,Market,Market,taxi,33.31,22214.9,2402,Thursday,5,35-44,M,sunny
1193,2025-06-27 00:30:00,31.936959,36.01345,Cafe,Market,bus,17.68,33971.7,6958,Friday,0,18-24,M,cloudy
1194,2025-06-18 12:46:32,31.964593,35.926471,Home,Mall,car,28.05,2023.8,272,Wednesday,12,18-24,M,rain
1195,2025-07-15 21:13:29,31.90721,35.898949,Market,Station,car,40.44,13542.0,1215,Tuesday,21,25-34,M,rain
1196,2025-08-27 18:34:53,31.968214,35.8886,University,University,car,41.4,19213.6,1655,Wednesday,18,35-44,F,hot
1197,2025-08-11 06:52:34,31.954411,35.966381,Hospital,Mall,car,40.39,29567.8,2584,Monday,6,55+,M,sunny
1198,2025-08-30 12:54:05,31.971575,35.888505,Mall,Market,walk,3.73,547.0,567,Saturday,12,35-44,F,rain
1199,2025-09-07 10:25:41,31.961717,35.93383,Station,Cafe,car,35.07,19921.3,2074,Sunday,10,45-54,F,sunny
1200,2025-06-24 14:05:09,31.995924,35.958119,Home,Work,walk,7.02,489.3,230,Tuesday,14,18-24,F,sunny
1201,2025-08-31 15:48:42,31.958757,35.950555,Cafe,Home,bus,33.14,9420.9,1030,Sunday,15,18-24,F,sunny
1202,2025-07-08 13:17:20,31.942118,35.957763,Park,Mall,bus,29.81,26184.9,3130,Tuesday,13,25-34,F,rain
1203,2025-08-08 15:41:15,31.958669,35.951669,Cafe,Hospital,walk,6.99,1268.7,616,Friday,15,18-24,M,hot
1204,2025-08-02 19:29:04,31.971299,35.983366,Mall,Work,car,59.25,15564.9,951,Saturday,19,35-44,F,sunny
1205,2025-07-22 06:34:53,31.956466,35.916431,University,Home,car,36.01,12984.9,1246,Tuesday,6,35-44,F,sunny
1206,2025-07-14 13:55:06,31.956218,35.92469,Park,Home,car,44.0,23345.9,1950,Monday,13,55+,M,rain
1207,2025-07-17 05:04:27,31.93394,35.92182,Airport,Cafe,bike,10.86,3949.3,1313,Thursday,5,18-24,F,cloudy
1208,2025-07-16 15:09:13,31.935113,35.969906,Airport,Home,car,23.88,20029.1,2979,Wednesday,15,25-34,F,windy
1209,2025-07-01 18:53:31,31.912922,35.972012,Station,Market,bike,14.44,2615.0,644,Tuesday,18,25-34,F,sunny
1210,2025-08-01 14:22:09,32.007487,35.958537,Airport,Airport,walk,3.66,1552.6,1536,Friday,14,18-24,M,sunny
1211,2025-06-26 22:01:23,31.917684,35.980505,Work,Airport,walk,4.41,932.5,769,Thursday,22,25-34,M,sunny
1212,2025-08-01 13:13:19,31.934213,35.909659,Home,Park,walk,5.36,349.7,225,Friday,13,25-34,M,sunny
1213,2025-09-06 04:31:07,31.933448,35.995017,Work,University,bus,41.22,36983.4,3180,Saturday,4,25-34,M,sunny
1214,2025-07-18 02:22:34,31.981848,35.990697,Station,Cafe,taxi,44.28,22910.9,1846,Friday,2,25-34,M,sunny
1215,2025-08-21 02:51:51,31.946152,35.967069,Market,Park,car,36.11,18556.6,1818,Thursday,2,<18,M,sunny
1216,2025-08-29 08:39:16,31.992432,35.998454,Mall,University,car,59.96,3730.8,276,Friday,8,25-34,F,sunny
1217,2025-08-29 00:12:19,31.934795,35.895301,Park,Airport,walk,5.14,176.3,90,Friday,0,25-34,M,windy
1218,2025-07-07 22:03:58,31.96337,35.929267,Park,Cafe,car,50.09,27677.2,2013,Monday,22,<18,M,sunny
1219,2025-06-29 20:02:42,31.92994,35.922941,Airport,Market,walk,6.32,1728.1,966,Sunday,20,25-34,M,sunny
1220,2025-07-04 09:49:57,32.019354,35.966644,Home,Station,car,39.68,24656.8,2219,Friday,9,18-24,M,rain
1221,2025-08-09 20:54:26,31.919372,35.913496,Hospital,Mall,taxi,17.28,6079.1,1252,Saturday,20,25-34,M,cloudy
1222,2025-08-24 01:47:26,31.964295,35.967725,Cafe,Mall,walk,3.09,1940.0,2237,Sunday,1,18-24,M,cloudy
1223,2025-08-14 15:37:30,31.974013,35.986116,Park,Work,bus,25.16,27107.7,3845,Thursday,15,25-34,M,cloudy
1224,2025-07-02 14:21:40,31.967414,35.965856,Mall,Airport,walk,4.33,561.4,502,Wednesday,14,35-44,M,rain
1225,2025-08-25 05:04:38,31.949441,35.953513,Mall,Airport,car,40.02,15153.8,1382,Monday,5,25-34,M,rain
1226,2025-07-31 03:01:05,31.951105,35.915364,Work,Market,walk,4.74,410.4,318,Thursday,3,35-44,M,cloudy
1227,2025-08-23 13:19:42,31.956314,35.919594,Work,Park,car,13.73,26819.6,7032,Saturday,13,25-34,M,rain
